prompt_num	longest_match_count	matching_prompt_num
399	1	0
400	1	0
401	13	209
402	5	290
403	29	180
404	1	0
405	1	0
406	1	0
407	1	0
408	1	0
409	34	212
410	1	0
411	1	0
412	12	285
413	1	0
414	1	0
415	1	0
416	1	0
417	1	0
418	99	219
419	1	0
420	41	136
421	31	268
422	1	0
423	1	0
424	1	0
425	1	0
426	1	0
427	19	378
428	1	0
429	22	6
430	1	0
431	6	114
432	48	397
433	1	0
434	2	252
435	1	0
436	1	0
437	1	0
438	1	0
439	1	0
440	12	46
441	2	98
442	1	0
443	1	0
444	1	0
445	1	0
446	1	0
447	5	197
448	2	171
449	41	92
450	1	0
451	11	148
452	1	0
453	1	0
454	10	48
455	1	0
456	1	0
457	12	218
458	1	0
459	1	0
460	1	0
461	1	0
462	1	0
463	1	0
464	24	264
465	1	0
466	1	0
467	1	0
468	1	0
469	1	0
470	1	0
471	1	0
472	1	0
473	145	381
474	2	141
475	5	287
476	1	0
477	1	0
478	1	0
479	1	0
480	1	0
481	1	0
482	1	0
483	1	0
484	1	0
485	1	0
486	4	241
487	2	446
488	1	0
489	1	0
490	1	0
491	18	263
492	1	0
493	3	258
494	11	265
495	1	0
496	1	0
497	1	0
498	16	369
499	1	0
500	4	40
501	1	0
502	1	0
503	2	161
504	1	0
505	1	0
506	1	0
507	1	0
508	1	0
509	1	0
510	30	132
511	1	0
512	1	0
513	12	285
514	7	306
515	3	206
516	19	368
517	1	0
518	1	0
519	13	392
520	31	403
521	3	39
522	1	0
523	1	0
524	1	0
525	1	0
526	4	96
527	1	0
528	1	0
529	1	0
530	1	0
531	40	478
532	1	0
533	1	0
534	1	0
535	1	0
536	1	0
537	1	0
538	49	397
539	1	0
540	1	0
541	1	0
542	10	223
543	1	0
544	5	270
545	1	0
546	1	0
547	1	0
548	1	0
549	1	0
550	3	434
551	1	0
552	1	0
553	49	404
554	1	0
555	1	0
556	1	0
557	21	172
558	1	0
559	1	0
560	1	0
561	1	0
562	18	378
563	1	0
564	22	395
565	2	319
566	1	0
567	1	0
568	18	81
569	19	419
570	5	249
571	1	0
572	1	0
573	1	0
574	1	0
575	1	0
576	1	0
577	1	0
578	12	202
579	6	311
580	1	0
581	1	0
582	1	0
583	1	0
584	1	0
585	1	0
586	1	0
587	1	0
588	1	0
589	1	0
590	1	0
591	1	0
592	1	0
593	1	0
594	1	0
595	20	402
596	1	0
597	1	0
598	1	0
599	1	0
600	12	45
601	14	519
602	1	0
603	1	0
604	1	0
605	35	483
606	1	0
607	1	0
608	2	414
609	1	0
610	236	394
611	1	0
612	1	0
613	1	0
614	1	0
615	1	0
616	1	0
617	1	0
618	1	0
619	1	0
620	1	0
621	3	10
622	1	0
623	13	513
624	1	0
625	1	0
626	1	0
627	12	451
628	1	0
629	11	7
630	1	0
631	1	0
632	1	0
633	3	255
634	1	0
635	1	0
636	1	0
637	1	0
638	1	0
639	1	0
640	32	421
641	1	0
642	1	0
643	1	0
644	21	49
645	1	0
646	1	0
647	1	0
648	1	0
649	1	0
650	1	0
651	1	0
652	16	423
653	2	528
654	1	0
655	1	0
656	7	484
657	1	0
658	1	0
659	1	0
660	11	408
661	1	0
662	1	0
663	1	0
664	1	0
665	32	520
666	1	0
667	1	0
668	1	0
669	19	491
670	1	0
671	1	0
672	1	0
673	1	0
674	7	548
675	4	493
676	1	0
677	1	0
678	1	0
679	1	0
680	12	444
681	21	367
682	1	0
683	1	0
684	1	0
685	36	155
686	1	0
687	1	0
688	1	0
689	1	0
690	1	0
691	1	0
692	1	0
693	1	0
694	1	0
695	1	0
696	1	0
697	73	210
698	1	0
699	1	0
700	1	0
701	1	0
702	4	40
703	1	0
704	1	0
705	1	0
706	1	0
707	1	0
708	1	0
709	1	0
710	38	537
711	3	603
712	1	0
713	1	0
714	1	0
715	1	0
716	1	0
717	1	0
718	1	0
719	6	481
720	1	0
721	1	0
722	1	0
723	1	0
724	1	0
725	74	207
726	1	0
727	1	0
728	7	496
729	1	0
730	1	0
731	1	0
732	1	0
733	1	0
734	6	447
735	1	0
736	1	0
737	1	0
738	1	0
739	1	0
740	1	0
741	1	0
742	1	0
743	7	475
744	1	0
745	1	0
746	1	0
747	1	0
748	1	0
749	1	0
750	5	504
751	12	353
752	17	271
753	13	513
754	1	0
755	3	310
756	1	0
757	6	453
758	1	0
759	1	0
760	1	0
761	8	583
762	52	472
763	1	0
764	40	478
765	1	0
766	46	232
767	14	674
768	2	699
769	1	0
770	1	0
771	1	0
772	1	0
773	1	0
774	1	0
775	1	0
776	1	0
777	1	0
778	1	0
779	4	591
780	1	0
781	1	0
782	1	0
783	1	0
784	97	558
785	31	410
786	1	0
787	1	0
788	1	0
789	1	0
790	7	620
791	1	0
792	35	665
793	1	0
794	3	624
795	28	289
796	1	0
797	1	0
798	12	466
799	70	272
800	9	364
801	1	0
802	7	721
803	1	0
804	1	0
805	10	679
806	8	518
807	1	0
808	1	0
809	1	0
810	1	0
811	1	0
812	1	0
813	1	0
814	43	625
815	79	328
816	1	0
817	6	650
818	1	0
819	11	437
820	4	448
821	1	0
822	1	0
823	1	0
824	1	0
825	25	533
826	1	0
827	8	758
828	47	281
829	1	0
830	17	498
831	1	0
832	1	0
833	1	0
834	1	0
835	1	0
836	1	0
837	1	0
838	2	639
839	1	0
840	1	0
841	1	0
842	1	0
843	134	415
844	1	0
845	2	488
846	1	0
847	12	592
848	1	0
849	1	0
850	1	0
851	52	472
852	1	0
853	33	220
854	1	0
855	4	493
856	3	200
857	1	0
858	2	662
859	1	0
860	12	643
861	3	125
862	1	0
863	1	0
864	4	85
865	1	0
866	1	0
867	2	684
868	17	351
869	1	0
870	1	0
871	1	0
872	1	0
873	3	396
874	1	0
875	1	0
876	2	713
877	1	0
878	6	391
879	1	0
880	12	444
881	1	0
882	1	0
883	1	0
884	1	0
885	1	0
886	1	0
887	1	0
888	1	0
889	1	0
890	1	0
891	1	0
892	1	0
893	2	763
894	22	681
895	1	0
896	1	0
897	4	503
898	6	260
899	1	0
900	1	0
901	56	302
902	1	0
903	1	0
904	1	0
905	1	0
906	1	0
907	48	397
908	1	0
909	1	0
910	1	0
911	1	0
912	1	0
913	1	0
914	15	859
915	9	827
916	1	0
917	1	0
918	15	84
919	25	17
920	1	0
921	1	0
922	20	669
923	1	0
924	1	0
925	35	409
926	1	0
927	1	0
928	1	0
929	1	0
930	1	0
931	10	547
932	34	598
933	1	0
934	1	0
935	1	0
936	1	0
937	1	0
938	3	310
939	11	542
940	1	0
941	2	881
942	1	0
943	1	0
944	1	0
945	1	0
946	13	283
947	1	0
948	1	0
949	1	0
950	1	0
951	20	346
952	1	0
953	1	0
954	2	699
955	37	792
956	1	0
957	1	0
958	1	0
959	55	824
960	1	0
961	1	0
962	1	0
963	1	0
964	1	0
965	1	0
966	1	0
967	1	0
968	6	803
969	1	0
970	27	464
971	1	0
972	7	817
973	1	0
974	1	0
975	2	319
976	1	0
977	1	0
978	140	189
979	3	336
980	1	0
981	1	0
982	1	0
983	11	793
984	1	0
985	1	0
986	1	0
987	1	0
988	160	95
989	9	756
990	1	0
991	1	0
992	1	0
993	5	521
994	12	899
995	1	0
996	1	0
997	1	0
998	1	0
999	37	902
1000	141	701
1001	26	825
1002	1	0
1003	1	0
1004	1	0
1005	1	0
1006	1	0
1007	29	795
1008	1	0
1009	2	881
1010	1	0
1011	1	0
1012	9	877
1013	1	0
1014	1	0
1015	1	0
1016	1	0
1017	1	0
1018	16	507
1019	1	0
1020	1	0
1021	1	0
1022	1	0
1023	1	0
1024	1	0
1025	1	0
1026	1	0
1027	17	836
1028	1	0
1029	4	938
1030	1	0
1031	1	0
1032	1	0
1033	54	55
1034	1	0
1035	49	907
1036	1	0
1037	1	0
1038	1	0
1039	1	0
1040	1	0
1041	1	0
1042	1	0
1043	1	0
1044	1	0
1045	1	0
1046	1	0
1047	1	0
1048	1	0
1049	2	461
1050	1	0
1051	1	0
1052	6	65
1053	1	0
1054	1	0
1055	47	383
1056	1	0
1057	1	0
1058	27	318
1059	1	0
1060	1	0
1061	1	0
1062	1	0
1063	1	0
1064	1	0
1065	1	0
1066	1	0
1067	1	0
1068	8	862
1069	8	802
1070	1	0
1071	8	765
1072	1	0
1073	1	0
1074	1	0
1075	1	0
1076	1	0
1077	1	0
1078	18	361
1079	1	0
1080	1	0
1081	1	0
1082	1	0
1083	1	0
1084	1	0
1085	1	0
1086	1	0
1087	1	0
1088	1	0
1089	3	653
1090	23	943
1091	1	0
1092	2	263
1093	1	0
1094	2	699
1095	1	0
1096	1	0
1097	1	0
1098	76	530
1099	14	175
1100	1	0
1101	14	519
1102	1	0
1103	1	0
1104	192	742
1105	1	0
1106	31	410
1107	1	0
1108	1	0
1109	1	0
1110	1	0
1111	2	476
1112	4	876
1113	1	0
1114	1	0
1115	1	0
1116	1	0
1117	1	0
1118	1	0
1119	1	0
1120	1	0
1121	1	0
1122	34	598
1123	23	912
1124	1	0
1125	1	0
1126	2	209
1127	1	0
1128	18	477
1129	1	0
1130	1	0
1131	1	0
1132	1	0
1133	1	0
1134	39	913
1135	89	810
1136	37	900
1137	1	0
1138	1	0
1139	2	699
1140	1	0
1141	1	0
1142	1	0
1143	1	0
1144	1	0
1145	1	0
1146	1	0
1147	1	0
1148	1	0
1149	8	898
1150	1	0
1151	1	0
1152	7	953
1153	135	843
1154	61	439
1155	1	0
1156	1	0
1157	1	0
1158	48	352
1159	1	0
1160	1	0
1161	220	1016
1162	19	350
1163	1	0
1164	1	0
1165	1	0
1166	26	1065
1167	1	0
1168	1	0
1169	1	0
1170	1	0
1171	1	0
1172	1	0
1173	9	384
1174	1	0
1175	51	1035
1176	1	0
1177	1	0
1178	1	0
1179	21	131
1180	1	0
1181	1	0
1182	1	0
1183	1	0
1184	5	856
1185	1	0
1186	1	0
1187	1	0
1188	1	0
1189	1	0
1190	1	0
1191	1	0
1192	1	0
1193	3	525
1194	1	0
1195	1	0
1196	1	0
1197	1	0
1198	1	0
1199	1	0
1200	1	0
1201	240	1013
1202	9	1021
1203	1	0
1204	1	0
1205	1	0
1206	1	0
1207	3	982
1208	1	0
1209	1	0
1210	1	0
1211	1	0
1212	4	106
1213	1	0
1214	1	0
1215	1	0
1216	1	0
1217	2	715
1218	1	0
1219	1	0
1220	1	0
1221	1	0
1222	1	0
1223	1	0
1224	13	563
1225	1	0
1226	9	1211
1227	13	880
1228	1	0
1229	1	0
1230	1	0
1231	1	0
1232	6	839
1233	1	0
1234	2	1081
1235	4	1089
1236	1	0
1237	26	294
1238	1	0
1239	1	0
1240	1	0
1241	1	0
1242	1	0
1243	62	640
1244	159	381
1245	1	0
1246	24	1038
1247	42	449
1248	1	0
1249	1	0
1250	1	0
1251	28	706
1252	1	0
1253	1	0
1254	2	699
1255	8	802
1256	1	0
1257	1	0
1258	1	0
1259	1	0
1260	18	552
1261	1	0
1262	1	0
1263	1	0
1264	1	0
1265	1	0
1266	36	925
1267	1	0
1268	48	397
1269	1	0
1270	1	0
1271	12	983
1272	1	0
1273	1	0
1274	1	0
1275	1	0
1276	12	579
1277	1	0
1278	1	0
1279	3	966
1280	10	1144
1281	1	0
1282	1	0
1283	1	0
1284	1	0
1285	1	0
1286	1	0
1287	39	853
1288	1	0
1289	1	0
1290	1	0
1291	1	0
1292	1	0
1293	1	0
1294	1	0
1295	1	0
1296	76	697
1297	1	0
1298	1	0
1299	1	0
1300	8	1050
1301	1	0
1302	1	0
1303	17	532
1304	1	0
1305	5	686
1306	107	1170
1307	1	0
1308	2	1142
1309	1	0
1310	47	766
1311	26	108
1312	1	0
1313	2	1091
1314	12	930
1315	1	0
1316	10	265
1317	8	1108
1318	35	168
1319	1	0
1320	192	1186
1321	1	0
1322	101	418
1323	1	0
1324	30	1007
1325	35	77
1326	1	0
1327	1	0
1328	1	0
1329	1	0
1330	19	1128
1331	3	1230
1332	75	1188
1333	1	0
1334	1	0
1335	1	0
1336	51	1268
1337	2	43
1338	1	0
1339	1	0
1340	13	1054
1341	49	1268
1342	1	0
1343	1	0
1344	20	850
1345	1	0
1346	1	0
1347	1	0
1348	1	0
1349	21	908
1350	1	0
1351	14	14
1352	1	0
1353	10	382
1354	1	0
1355	41	1061
1356	1	0
1357	16	436
1358	1	0
1359	20	8
1360	145	381
1361	5	18
1362	1	0
1363	11	618
1364	6	1032
1365	36	529
1366	15	1101
1367	1	0
1368	1	0
1369	1	0
1370	1	0
1371	1	0
1372	4	633
1373	2	699
1374	51	828
1375	1	0
1376	13	1261
1377	52	1110
1378	1	0
1379	1	0
1380	162	988
1381	13	847
1382	3	845
1383	1	0
1384	1	0
1385	1	0
1386	4	1182
1387	1	0
1388	1	0
1389	1	0
1390	16	295
1391	92	1332
1392	7	1092
1393	23	894
1394	9	1149
1395	1	0
1396	1	0
1397	1	0
1398	1	0
1399	1	0
1400	1	0
1401	1	0
1402	1	0
1403	1	0
1404	2	1281
1405	1	0
1406	1	0
1407	1	0
1408	12	705
1409	1	0
1410	1	0
1411	1	0
1412	1	0
1413	1	0
1414	24	1090
1415	1	0
1416	1	0
1417	1	0
1418	1	0
1419	1	0
1420	6	945
1421	1	0
1422	2	1196
1423	1	0
1424	1	0
1425	1	0
1426	1	0
1427	14	1102
1428	1	0
1429	1	0
1430	1	0
1431	21	468
1432	1	0
1433	13	513
1434	1	0
1435	1	0
1436	1	0
1437	49	1268
1438	1	0
1439	1	0
1440	1	0
1441	11	807
1442	1	0
1443	1	0
1444	1	0
1445	1	0
1446	1	0
1447	9	1150
1448	21	951
1449	1	0
1450	1	0
1451	1	0
1452	1	0
1453	1	0
1454	13	996
1455	1	0
1456	42	1252
1457	5	153
1458	2	1038
1459	53	553
1460	56	1137
1461	1	0
1462	2	1371
1463	1	0
1464	1	0
1465	1	0
1466	1	0
1467	23	1163
1468	11	1282
1469	1	0
1470	2	1304
1471	2	1343
1472	2	1031
1473	1	0
1474	1	0
1475	67	1334
1476	1	0
1477	1	0
1478	8	1369
1479	51	1268
1480	10	1202
1481	1	0
1482	1	0
1483	13	513
1484	81	852
1485	1	0
1486	1	0
1487	24	1185
1488	1	0
1489	1	0
1490	1	0
1491	15	1101
1492	1	0
1493	1	0
1494	1	0
1495	1	0
1496	1	0
1497	1	0
1498	1	0
1499	11	121
1500	2	833
1501	1	0
1502	1	0
1503	16	507
1504	3	1080
1505	48	1310
1506	1	0
1507	1	0
1508	1	0
1509	1	0
1510	1	0
1511	1	0
1512	1	0
1513	1	0
1514	1	0
1515	1	0
1516	1	0
1517	1	0
1518	32	1178
1519	1	0
1520	1	0
1521	3	1144
1522	1	0
1523	1	0
1524	1	0
1525	1	0
1526	2	788
1527	1	0
1528	1	0
1529	1	0
1530	1	0
1531	1	0
1532	1	0
1533	16	69
1534	1	0
1535	16	1491
1536	6	940
1537	1	0
1538	37	885
1539	1	0
1540	1	0
1541	1	0
1542	16	1195
1543	1	0
1544	3	479
1545	1	0
1546	221	1161
1547	1	0
1548	1	0
1549	7	736
1550	13	283
1551	1	0
1552	1	0
1553	1	0
1554	23	1350
1555	29	1346
1556	1	0
1557	195	1320
1558	16	462
1559	20	1330
1560	1	0
1561	1	0
1562	159	381
1563	6	879
1564	9	1317
1565	1	0
1566	1	0
1567	75	697
1568	1	0
1569	27	903
1570	1	0
1571	1	0
1572	1	0
1573	1	0
1574	37	1365
1575	44	456
1576	1	0
1577	1	0
1578	1	0
1579	3	895
1580	1	0
1581	1	0
1582	1	0
1583	52	308
1584	1	0
1585	4	3
1586	1	0
1587	27	1263
1588	1	0
1589	6	1386
1590	1	0
1591	1	0
1592	28	1166
1593	1	0
1594	1	0
1595	1	0
1596	1	0
1597	1	0
1598	20	1096
1599	58	1459
1600	1	0
1601	8	823
1602	1	0
1603	8	1208
1604	1	0
1605	15	1370
1606	26	1414
1607	1	0
1608	1	0
1609	1	0
1610	1	0
1611	62	1326
1612	1	0
1613	4	1342
1614	1	0
1615	1	0
1616	38	649
1617	1	0
1618	1	0
1619	2	1240
1620	1	0
1621	1	0
1622	1	0
1623	5	1269
1624	1	0
1625	8	1152
1626	1	0
1627	1	0
1628	2	1295
1629	2	1192
1630	6	1298
1631	1	0
1632	62	426
1633	2	593
1634	93	791
1635	1	0
1636	9	863
1637	1	0
1638	22	1495
1639	1	0
1640	67	961
1641	54	965
1642	18	655
1643	2	417
1644	34	1375
1645	1	0
1646	1	0
1647	1	0
1648	1	0
1649	16	1486
1650	2	1264
1651	1	0
1652	7	963
1653	1	0
1654	1	0
1655	5	1235
1656	1	0
1657	25	142
1658	5	1382
1659	1	0
1660	1	0
1661	1	0
1662	1	0
1663	5	1439
1664	51	1035
1665	2	948
1666	1	0
1667	1	0
1668	12	1441
1669	31	577
1670	4	1509
1671	1	0
1672	1	0
1673	43	1247
1674	1	0
1675	1	0
1676	1	0
1677	57	901
1678	8	728
1679	1	0
1680	1	0
1681	1	0
1682	2	1419
1683	18	676
1684	1	0
1685	1	0
1686	1	0
1687	1	0
1688	1	0
1689	1	0
1690	13	513
1691	4	938
1692	1	0
1693	7	734
1694	1	0
1695	11	1507
1696	11	738
1697	1	0
1698	1	0
1699	1	0
1700	1	0
1701	1	0
1702	1	0
1703	1	0
1704	1	0
1705	1	0
1706	1	0
1707	1	0
1708	1	0
1709	1	0
1710	51	1035
1711	18	460
1712	1	0
1713	1	0
1714	1	0
1715	3	1514
1716	1	0
1717	10	1548
1718	1	0
1719	13	600
1720	1	0
1721	2	1352
1722	1	0
1723	1	0
1724	1	0
1725	1	0
1726	1	0
1727	22	1344
1728	1	0
1729	1	0
1730	1	0
1731	1	0
1732	36	1451
1733	13	1314
1734	13	896
1735	1	0
1736	2	1167
1737	29	1592
1738	1	0
1739	6	1457
1740	1	0
1741	185	1360
1742	3	1458
1743	1	0
1744	1	0
1745	1	0
1746	1	0
1747	27	430
1748	1	0
1749	1	0
1750	1	0
1751	1	0
1752	1	0
1753	1	0
1754	33	1518
1755	3	178
1756	1	0
1757	1	0
1758	1	0
1759	1	0
1760	16	1588
1761	31	510
1762	1	0
1763	10	1564
1764	4	967
1765	1	0
1766	1	0
1767	34	1595
1768	1	0
1769	9	905
1770	1	0
1771	17	870
1772	1	0
1773	30	580
1774	32	363
1775	1	0
1776	1	0
1777	55	1272
1778	54	965
1779	1	0
1780	1	0
1781	1	0
1782	12	1119
1783	1	0
1784	1	0
1785	1	0
1786	1	0
1787	1	0
1788	1	0
1789	42	1680
1790	1	0
1791	1	0
1792	1	0
1793	1	0
1794	1	0
1795	13	513
1796	1	0
1797	1	0
1798	1	0
1799	1	0
1800	1	0
1801	1	0
1802	6	1046
1803	1	0
1804	6	993
1805	1	0
1806	6	1610
1807	32	1576
1808	1	0
1809	1	0
1810	1	0
1811	1	0
1812	6	1212
1813	1	0
1814	3	434
1815	1	0
1816	1	0
1817	15	1224
1818	1	0
1819	1	0
1820	18	316
1821	1	0
1822	1	0
1823	1	0
1824	2	1438
1825	53	1710
1826	1	0
1827	1	0
1828	1	0
1829	2	1494
1830	1	0
1831	2	698
1832	2	317
1833	36	1325
1834	1	0
1835	2	1304
1836	1	0
1837	6	1663
1838	1	0
1839	1	0
1840	1	0
1841	11	509
1842	11	1480
1843	1	0
1844	1	0
1845	1	0
1846	1	0
1847	1	0
1848	1	0
1849	1	0
1850	1	0
1851	4	1579
1852	1	0
1853	13	1321
1854	1	0
1855	1	0
1856	1	0
1857	1	0
1858	1	0
1859	42	1680
1860	1	0
1861	1	0
1862	1	0
1863	51	1268
1864	1	0
1865	48	352
1866	2	417
1867	2	1565
1868	46	1110
1869	1	0
1870	1	0
1871	1	0
1872	9	1672
1873	1	0
1874	1	0
1875	1	0
1876	1	0
1877	1	0
1878	14	1413
1879	1	0
1880	10	422
1881	1	0
1882	1	0
1883	1	0
1884	1	0
1885	15	912
1886	1	0
1887	1	0
1888	1	0
1889	1	0
1890	1	0
1891	18	1347
1892	1	0
1893	3	434
1894	1	0
1895	1	0
1896	1	0
1897	1	0
1898	11	1383
1899	1	0
1900	5	1585
1901	1	0
1902	1	0
1903	11	1521
1904	36	1318
1905	1	0
1906	101	418
1907	1	0
1908	1	0
1909	54	1374
1910	1	0
1911	1	0
1912	1	0
1913	1	0
1914	1	0
1915	1	0
1916	1	0
1917	1	0
1918	10	1255
1919	4	973
1920	1	0
1921	16	1491
1922	1	0
1923	1	0
1924	2	1370
1925	1	0
1926	18	150
1927	1	0
1928	42	1680
1929	1	0
1930	1	0
1931	1	0
1932	1	0
1933	1	0
1934	53	1710
1935	11	1671
1936	11	813
1937	1	0
1938	14	1714
1939	161	1562
1940	1	0
1941	4	1686
1942	1	0
1943	1	0
1944	1	0
1945	1	0
1946	1	0
1947	1	0
1948	1	0
1949	2	121
1950	29	1592
1951	4	1604
1952	1	0
1953	1	0
1954	77	1098
1955	36	1774
1956	3	1532
1957	1	0
1958	1	0
1959	1	0
1960	1	0
1961	1	0
1962	1	0
1963	1	0
1964	1	0
1965	1	0
1966	1	0
1967	49	1636
1968	1	0
1969	1	0
1970	11	1442
1971	1	0
1972	1	0
1973	1	0
1974	1	0
1975	1	0
1976	7	1722
1977	14	1733
1978	1	0
1979	9	1808
1980	1	0
1981	1	0
1982	1	0
1983	1	0
1984	1	0
1985	36	1325
1986	1	0
1987	1	0
1988	29	1759
1989	16	1424
1990	1	0
1991	1	0
1992	1	0
1993	1	0
1994	1	0
1995	1	0
1996	3	434
1997	1	0
1998	1	0
1999	2	1838
2000	1	0
2001	15	1661
2002	1	0
2003	1	0
2004	1	0
2005	1	0
2006	1	0
2007	1	0
2008	1	0
2009	1	0
2010	1	0
2011	1	0
2012	1	0
2013	1	0
2014	1	0
2015	1	0
2016	1	0
2017	7	1658
2018	1	0
2019	8	1837
2020	1	0
2021	1	0
2022	21	1051
2023	1	0
2024	1	0
2025	1	0
2026	1	0
2027	1	0
2028	99	784
2029	21	1864
2030	20	1436
2031	2	1713
2032	8	1775
2033	1	0
2034	1	0
2035	1	0
2036	1	0
2037	1	0
2038	1	0
2039	76	1567
2040	1	0
2041	2	1409
2042	1	0
2043	1	0
2044	34	1531
2045	1	0
2046	1	0
2047	1	0
2048	2	1617
2049	1	0
2050	1	0
2051	4	1858
2052	1	0
2053	1	0
2054	1	0
2055	1	0
2056	1	0
2057	1	0
2058	1	0
2059	4	1996
2060	3	1961
2061	1	0
2062	1	0
2063	28	362
2064	1	0
2065	1	0
2066	1	0
2067	38	1266
2068	2	1590
2069	1	0
2070	3	973
2071	1	0
2072	6	730
2073	1	0
2074	1	0
2075	1	0
2076	4	1742
2077	1	0
2078	1	0
2079	1	0
2080	2	1787
2081	1	0
2082	1	0
2083	1	0
2084	42	1680
2085	1	0
2086	1	0
2087	1	0
2088	1	0
2089	1	0
2090	10	422
2091	1	0
2092	12	1809
2093	1	0
2094	1	0
2095	1	0
2096	1	0
2097	1	0
2098	1	0
2099	1	0
2100	5	1648
2101	1	0
2102	1	0
2103	12	1901
2104	1	0
2105	11	226
2106	1	0
2107	1	0
2108	1	0
